市,city,cities,code,Area,socio-accessibility,gini,Diff.Accessibility,GDP,人口规模,Population Scale (million),Population Density (%),Economic Level (%),Urbanization Level (%)
宜春市,宜春,Yichun (Jiangxi),360900,Central,0.321664368,0.345099028,0.187684392,2494974,6.258184696,4.971103,5.633896347,8.466741648,0.2412
宁德市,宁德,Ningde,350900,Eastern,0.385209265,0.296345008,0.205169213,2698690,5.786314389,3.15,5.489763831,9.095153962,0.2474
宜宾市,宜宾,Yibin,511500,Western,0.276094429,0.348450525,0.454689027,2910202,6.244186318,4.605,5.96028343,8.642062173,0.2577
商丘市,商丘,Shangqiu,411400,Central,0.318917605,0.356255021,0.296460237,3397493,6.722653862,7.723,6.65461633,8.342839804,0.213
驻马店市,驻马店,Zhumadian,411700,Central,0.282741722,0.374688504,0.29645011,3457143,6.716970006,6.922,6.305983274,8.342125263,0.1485
龙岩市,龙岩,Longyan,350800,Eastern,0.243092492,0.409933417,0.322861303,2943962,5.65850613,2.73,5.014029527,9.289428778,0.5747
阜阳市,阜阳,Fuyang,341200,Central,0.381379561,0.312306694,0.321354983,2168607,6.806939974,8.171,6.829696435,7.867488569,0.5352
信阳市,信阳,Xinyang,411500,Central,0.201070186,0.463115796,0.333622093,3471173,6.66657504,6.186,5.996651074,8.403352375,0.1586
柳州市,柳州,Liuzhou,450200,Western,0.317296074,0.331900221,0.521823087,3266706,5.86152669,4.1753,5.240052458,9.14174028,0.3452
上饶市,上饶,Shangrao,361100,Central,0.240962401,0.404313514,0.276351513,2527563,6.488262238,6.436675,5.664487092,8.305978211,0.3972
泰安市,泰安,Tai'an,370900,Eastern,0.202459107,0.431683232,0.517951903,6040700,6.305636397,5.4349,6.558977641,9.309552022,0.3155
三明市,三明,Sanming,350400,Eastern,0.34143409,0.357956018,0.246404952,3206821,5.589717518,2.48,4.758577733,9.412219428,0.3761
汕头市,汕头,Shantou,440500,Eastern,0.181117696,0.454649601,0.623528091,5269693,6.183406347,5.5304,7.761344734,9.299358068,0.5
莆田市,莆田,Putian,350300,Eastern,0.367002733,0.291098769,0.419482429,2627554,5.709897076,3.22,6.606636673,9.160414563,0.4752
滨州市,滨州,Binzhou,371600,Eastern,0.222350651,0.431735401,0.384010456,4065000,5.903043086,3.9301,5.960154462,9.316770316,0.2374
郴州市,郴州,Chenzhou,431000,Central,0.322000035,0.326270086,0.2982333,3242609,6.12089065,4.663527648,5.458819263,8.873608102,0.3201
荆州市,荆州,Jingzhou,421000,Central,0.294332421,0.359536092,0.411702687,3899800,6.473582007,5.1353,6.122580525,8.721928343,0.2575
平顶山市,平顶山,Pingdingshan,410400,Central,0.304959816,0.35410738,0.379415125,3656628,6.192587413,4.968,6.430590067,8.922924931,0.2455
德阳市,德阳,Deyang,510600,Western,0.424277539,0.280970076,0.320106799,3553762,5.94172268,3.459,6.460248683,9.142489705,0.2307
肇庆市,肇庆,Zhaoqing,441200,Eastern,0.265890032,0.364321722,0.406845021,4663914,5.97291863,4.1297,5.577084822,9.384881741,0.4351
聊城市,聊城,Liaocheng,371500,Eastern,0.217292824,0.444810414,0.44884224,4541900,6.334628629,5.9279,6.472160806,8.996404301,0.2409
南充市,南充,Nanchong,511300,Western,0.21814835,0.448978702,0.372187942,2503236,6.576093454,5.562,6.354630876,8.129469765,0.2025
咸阳市,咸阳,Xianyang,610400,Western,0.312323778,0.348847048,0.383716291,2876431,6.181898939,4.21,6.162493414,8.69282576,0.2022
孝感市,孝感,Xiaogan,420900,Central,0.308958193,0.389392419,0.352855419,3435500,6.232271184,4.1913,6.347686889,8.826441042,0.1849
开封市,开封,Kaifeng,410200,Central,0.237516389,0.429270648,0.59835453,2820917,6.166887362,4.783,6.606325809,8.696343057,0.1971
宝鸡市,宝鸡,Baoji,610300,Western,0.310028109,0.324177282,0.390988495,2611200,5.905634291,3.28,5.308317201,8.872346979,0.242
湘潭市,湘潭,Xiangtan,430300,Central,0.225305948,0.416210215,0.579276711,2676868,5.642013448,2.720391128,6.332159996,9.21592475,0.389
黄冈市,黄冈,Huanggang,421100,Central,0.330165272,0.381696325,0.238698805,3872350,6.585757776,5.7882,6.029241911,8.583542572,0.1804
邵阳市,邵阳,Shaoyang,430500,Central,0.477338938,0.263514452,0.219958164,2850856,6.596258542,6.53691055,5.862437281,8.269500767,0.2374
天津市,天津,Tianjin,120000,Eastern,0.154585203,0.470939469,0.52382405,24476600,6.830874235,13.73,6.655247282,10.18610683,0.5937
安阳市,安阳,Anyang,410500,Central,0.159931787,0.490359454,0.506238365,3617866,6.278784054,5.423,6.578139483,8.834773814,0.5702
泸州市,泸州,Luzhou,510500,Western,0.219530817,0.467152203,0.474865597,2163954,6.148596493,4.259,5.945891702,8.441175705,0.6695
达州市,达州,Dazhou,511700,Western,0.393343792,0.332027,0.283373175,2551400,6.443272382,5.37,5.937008361,8.296297113,0.513
玉溪市,玉溪,Yuxi,530400,Western,0.302045829,0.395696947,0.280974714,2864738,5.332138915,2.24,4.907864016,9.539140395,0.3811
桂林市,桂林,Guilin,450300,Western,0.267867945,0.37351655,0.409770125,3882878,6.195364115,4.9459,5.172584061,8.979668554,0.2067
揭阳市,揭阳,Jieyang,445200,Eastern,0.201176733,0.451348097,0.505918413,4878432,6.381037373,5.6168,7.027296768,9.024251729,0.3467
银川市,银川,Yinchuan,640100,Western,0.238634306,0.39937257,0.624118946,1567845,4.890424313,2.882,4.977078511,9.374837344,0.5954
永州市,永州,Yongzhou,431100,Central,0.327071962,0.354856332,0.248269871,2803566,6.346776062,5.281345414,5.544591335,8.501876487,0.2484
日照市,日照,Rizhao,371100,Eastern,0.283701075,0.353190547,0.470658108,3116700,5.629346244,2.9717,6.262331027,9.324650718,0.2838
乐山市,乐山,Leshan,511100,Western,0.222607896,0.401331113,0.481584363,2155616,5.851138696,3.151,5.602266411,8.733594062,0.292
毕节市,毕节,Bijie,520500,Western,0.38886577,0.331759415,0.226988367,,6.747234352,6.123,5.759469436,9.332115429,0.6142
十堰市,十堰,Shiyan,420300,Central,0.288410226,0.349929475,0.418829455,2423400,5.830826201,3.1582,4.96877109,8.861066544,0.3639
焦作市,焦作,Jiaozuo,410800,Central,0.319527992,0.342618433,0.41358403,3414205,5.829504285,3.523,6.728197898,9.22177475,0.315
荆门市,荆门,Jingmen,420800,Central,0.322602556,0.362223218,0.339062237,3275115,5.705780477,2.5467,5.490341699,9.296151028,0.282
渭南市,渭南,Weinan,610500,Western,0.253964342,0.3940093,0.258034212,2074610,6.280283473,4.63,6.007657727,8.266164437,0.1786
玉林市,玉林,Yulin (Guangxi),450900,Western,0.435092167,0.264849759,0.24294999,2447588,6.379359534,5.8158,6.129529398,8.333270353,0.1169
海口市,海口,Haikou,460100,Eastern,0.419509432,0.295362673,0.473213532,2288595,4.935839906,2.908,6.403342383,9.724958794,0.5464
益阳市,益阳,Yiyang,430900,Central,0.361204891,0.350214523,0.314049203,2396731,6.123610606,3.836449027,5.929349753,8.568076402,0.2949
清远市,清远,Qingyuan,441800,Eastern,0.260852684,0.387893631,0.348533827,1967999,5.966069813,3.9828,5.316206399,8.722905701,0.5356
延安市,延安,Yan'an,610600,Western,0.288475618,0.375511344,0.359477153,1427600,5.325981171,2.27,4.016563185,8.857372833,0.2453
黄石市,黄石,Huangshi,420200,Central,0.249769621,0.406818155,0.545055959,2736400,5.536585956,2.4443,6.316821668,9.299449547,0.4317
娄底市,娄底,Loudi,431300,Central,0.326193896,0.377649422,0.309649382,2112509,6.001142564,3.816519422,6.209776445,8.564458384,0.281
怀化市,怀化,Huaihua,431200,Central,0.342144373,0.349634163,0.28050068,2496138,6.200346889,4.563879622,5.18425241,8.533066541,0.248
汉中市,汉中,Hanzhong,610700,Western,0.267977722,0.38417007,0.356355466,1634440,5.919162635,3.19,4.916837304,8.389814262,0.1935
咸宁市,咸宁,Xianning,421200,Central,0.366365456,0.332589616,0.310868553,1736800,5.628771531,2.6127,5.642757773,8.739696538,0.2745
钦州市,钦州,Qinzhou,450700,Western,0.376502111,0.315668604,0.299717856,1553338,5.819311119,3.3108,5.738377119,8.441607204,0.6099
内江市,内江,Neijiang,511000,Western,0.344966298,0.345832972,0.368251508,2003189,6.043226482,3.104,6.662008181,8.468213009,0.5302
自贡市,自贡,Zigong,510300,Western,0.23524744,0.450990315,0.582536073,2027893,5.753524567,2.467,6.580666876,8.762176509,0.2374
百色市,百色,Baise,451000,Western,0.356737685,0.340129346,0.218385696,1625228,5.909277876,3.572,4.622813621,8.392989588,0.2288
韶关市,韶关,Shaoguan,440200,Eastern,0.270722985,0.379201944,0.385600861,2680300,5.752096335,2.8601,5.143124477,9.17543832,0.3972
西宁市,西宁,Xining,630100,Western,0.362332263,0.285171703,0.5181356,1448328,5.322863627,2.4756,5.588783061,8.869257523,0.5129
眉山市,眉山,Meishan,511400,Western,0.284597093,0.397959502,0.401884755,1740527,5.830884912,2.959,6.161333896,8.539541595,0.217
遂宁市,遂宁,Suining,510900,Western,0.224779498,0.466617699,0.519309288,1591880,5.931183616,2.782,6.561355931,8.338783971,0.1971
阳江市,阳江,Yangjiang,441700,Eastern,0.301668422,0.343364647,0.391709025,2328630,5.558872303,2.6207,5.805676991,9.104312967,0.4607
北海市,北海,Beihai,450500,Western,0.285924373,0.327204514,0.522194865,1401429,4.988866736,1.8724,6.086388289,9.168476168,0.2936
贵港市,贵港,Guigang,450800,Western,0.342226155,0.348322683,0.29778217,1343959,6.153477098,4.3503,6.094652705,7.966239777,0.5091
六盘水市,六盘水,Liupanshui,520200,Western,0.306642618,0.36903196,0.371947582,1170820,5.678874839,3.0171,5.687517582,8.282988693,0.2158
铜仁市,铜仁,Tongren,520600,Western,0.301697773,0.384456933,0.287245738,,6.057252288,3.212,5.469283022,9.357293785,
昭通市,昭通,Zhaotong,530600,Western,0.313620413,0.366402217,0.270357286,1212560,6.229043406,5.014,5.395217191,7.770645234,0.326
广安市,广安,Guang'an,511600,Western,0.231972847,0.449594008,0.465454287,1763470,6.105975569,3.248,6.56104481,8.281470858,0.1944
石家庄市,石家庄,Shijiazhuang,130100,Eastern,0.354556643,0.299956137,0.443965383,13779438,6.814004882,11.2047,6.353552315,9.628260921,0.5662
梧州市,梧州,Wuzhou,450400,Western,0.332008508,0.35175966,0.428488065,1619978,5.682524789,2.8267,5.452368041,8.619388704,0.1998
唐山市,唐山,Tangshan,130200,Eastern,0.332804683,0.321515486,0.283279137,12953220,6.560011759,7.697,6.261987744,9.819399172,0.3165
安康市,安康,Ankang,610900,Western,0.333778702,0.315425267,0.295974859,1036010,5.683783828,2.48,4.828153725,8.168486417,0.1471
保山市,保山,Baoshan,530500,Western,0.263554137,0.383355644,0.285295831,873000,5.47750903,2.418,4.802708709,8.205764725,0.1947
大庆市,大庆,Daqing,230600,Northeastern,0.214731749,0.461528245,0.539816336,11256009,5.552571913,2.717551,4.800243427,10.69028444,0.4389
广元市,广元,Guangyuan,510800,Western,0.400155848,0.28930495,0.275005267,1040781,5.717290825,2.283,5.227841253,8.138856751,0.1944
安顺市,安顺,Anshun,520400,Western,0.338148926,0.34751748,0.344582089,787506,5.523818137,2.4588,5.600272098,8.020270473,0.1583
普洱市,普洱,Pu'er,530800,Western,0.254215336,0.363812252,0.411937501,769950,5.528237902,2.381,4.015842334,9.567035316,0.3472
保定市,保定,Baoding,130600,Eastern,0.204419885,0.434825315,0.35765957,9248071,6.981916107,11.5245,6.259982913,9.061144066,0.2329
